,text,V,A,D
2875,to close it .,2.9,2.9,3.0
2876,thank you .,3.9,3.1,3.2
2877,nepthys bowed slightly and we walked behind the cart .,3.14,3.14,3.14
2878,the latch opened under nepthys left hand with a clack !,3.0,3.6,3.0
2879,the door took us to the bottom of a flight of wooden stairs .,2.9,2.9,2.9
2880,we entered .,3.0,2.88,3.0
2881,"the room held a bed , a bookcase , and a desk with one chair .",2.86,2.86,3.14
2882,its only light came from a dying candle on the desk whose spark etched shadows in the roughly planked walls .,3.0,3.0,2.9
2883,"on the bed was a small , ratty man .",2.7,2.8,2.8
2884,i smelled matted hair and cedar chips .,2.9,3.1,3.0
2885,"were here for information about a vampire ,",3.1,3.2,3.2
2886,"were here for information about a vampire , said nepthys .",3.0,2.9,3.0
2887,"oh , shit !",1.9,4.3,2.9
2888,"sorry , kid .",2.4,3.0,2.8
2889,would you do us the kindness of helping us to identify an individual ?,3.0,2.8,2.8
2890,"wait , nepthys you said nothing about vampires .",2.8,3.4,3.0
2891,"frankly , i dont know if we can even doing anything against a vampire .",2.71,3.0,2.86
2892,"are look , are they as bad as people in my world think they are ?",2.5,3.0,3.0
2893,i dont know .,2.56,2.78,2.67
2894,"only unsuccessfully , right ?",2.44,2.89,2.89
2895,"no , those people dont usually leave stories .",2.87,2.88,2.75
2896,"oh , thanks , nepthys , for your confidence-inspiring tales of experience .",3.7,3.4,3.4
2897,"so theyre probably worse than we think , okay , thats great .",2.88,2.88,3.38
2898,now can you tell me what your master plan of attack will be before we go spinning counterclockwise into an anne rice novel ?,2.9,3.0,3.0
2899,"lets go together , you know youll have fun once you get into it .",3.56,3.44,3.33
2900,my plan is that you shut up while were trying to conduct business with someone who might be able to tell us what were actually going up against .,2.4,3.2,3.4
2901,"dont forget , shes your girlfriend .",3.0,3.1,3.2
2902,now calm down while i talk to this gentleman .,2.9,3.1,3.2
2903,i can hear your heartbeat from over here .,3.37,3.63,3.12
2904,"it came in through my mother 's blood ; my russian grandmother would always tell me stories , bylichkas , of ancestors with the `` second sight '' , stupid mill owners who discovered bags of gold after letting a special fish off their hooks , and dark strangers who used to appear to help or interfere at crucial times .",2.91,3.09,3.27
2905,i shut up and tried to breathe .,2.29,3.0,2.43
2906,"nepthys turned back to the little man on the bed , who had not moved .",3.0,2.8,3.0
2907,"please , accept our apologies .",2.4,2.5,2.6
2908,"as you can see , our situation is of personal importance to the young man .",3.09,2.73,3.09
2909,now : may we ask you a few questions about an individual we believe to be a vampire ?,2.55,3.55,2.55
2910,it would be a great help to us .,3.44,3.33,2.89
2911,"she bit the inside of her bottom lip , looking at me like i was breaking her poor , sweet heart .",2.0,3.5,2.62
2912,my information is purely for the purposes of a collector .,3.25,2.88,3.37
2913,i do not want to provide help to someone who would do harm .,2.88,3.12,3.5
2914,"sir , we simply want to discover whether this individual is , in fact , a vampire .",2.8,3.3,3.4
2915,"if there is any boon that you would have us do in return , we would be glad to do it .",3.54,3.18,2.73
2916,"he continued to lie in place , still breathing heavily .",2.7,3.3,3.1
2917,i tried to keep myself calm .,2.8,3.1,2.9
2918,i have need of a certain stone that i once possessed .,3.0,3.0,3.0
2919,"my problem is that it was not made in this realm , but by a human , and only a human may handle it .",2.6,3.2,2.8
2920,"if you would fetch me this stone , i would tell you what i can .",3.0,2.67,3.33
2921,"of course we will fetch you the stone ,",3.12,3.12,3.0
2922,"of course we will fetch you the stone , nepthys assured him .",3.0,2.9,3.1
2923,you have our thanks .,3.7,3.2,3.1
2924,"when we reached the street , i expected some sort of temple , or a row of antiquaries , or at least a sleazy , black-market relics merchant .",2.8,3.3,3.0
2925,"instead , it looked like we were in the red-light district : women who probably wanted more than our money eyed us from the alleys .",2.91,3.09,3.0
2926,nepthys didnt need to warn me not to speak to them .,2.7,3.3,3.2
2927,"okay , rachel .",3.22,3.11,3.22
2928,"he took us to the door of a building like a short pagoda that had a sign hanging over it showing a face with hands uplifted , like a saint under g ds light , and handcuffed .",3.0,3.1,2.9
2929,"lets go , youre probably right .",3.0,3.1,2.9
2930,"inside , the entrance room was hung with bright silks and scattered with velvet cushions .",3.1,2.9,3.0
2931,sails of obscene orange and a green that insulted springtime hung draped across reds that might have been sensual elsewhere but here were only offensive .,2.6,3.2,3.2
2932,"a large woman , similarly decorated , quickly drifted up to us .",3.1,3.2,3.1
2933,"good evening , gentlemen ,",3.5,3.0,3.2
2934,may i invite you to have a cup of tea ?,3.11,3.11,2.89
2935,"she grinned and gave me a kiss across the table , her lips soft and firm and sticking just enough that she gave the feeling you were really kissing , not just pressing your face into someone elses .",3.7,3.6,3.0
2936,"no , thank you , said nepthys , we regret that we can not take up your kind offer .",2.5,2.9,3.0
2937,are you the proprietor of this shop ?,3.0,3.1,3.0
2938,"i am madame entera , at your service .",3.29,2.86,2.86
2939,she raised an eyebrow .,2.9,3.0,3.0
2940,are you ?,3.1,2.8,3.0
2941,"well , we dont get many customers asking about that item .",2.78,2.89,3.33
2942,"please , walk this way .",3.0,3.1,3.1
2943,she led us past the silks and through an arch decorated with pictures of wooden ships and what looked like african tribesmen .,3.0,2.88,3.12
2944,"the next room had mosaics of what could have been rome , with men in simple tunics working in a vineyard on one wall and men in odd , floppy hats on the other .",3.25,2.75,3.25
2945,"after this , we went up a flight of stairs and past a row of doors barred on the outside .",3.0,3.1,2.9
2946,"excuse me ,",2.9,2.7,2.9
2947,but may i ask what is kept in these rooms ?,3.0,3.1,3.1
2948,"why , the merchandise , of course ,",3.2,3.0,3.3
2949,nepthys leaned close to my ear .,3.14,3.0,3.14
2950,"this is a slave shop ,",2.37,3.13,3.0
2951,"this is a slave shop , he explained quietly .",2.12,3.12,2.5
2952,"the woman paused before another door , this one not barred but locked .",3.0,3.0,3.0
2953,"as she brought out the key , she said , we deal mostly in fairly mundane trades , but there are a few customers with more unusual needs and people willing to sell unusual items .",3.0,2.88,3.0
2954,"we deal mostly in fairly mundane trades , but there are a few customers with more unusual needs and people willing to sell unusual items .",3.0,2.75,3.0
2955,"weve had genies , indentured sorcerers , even golems and the occasional elf .",3.22,3.0,3.0
2956,"this is one of the stranger items , though .",3.0,3.0,3.0
2957,its been in our collection for several years because only a human can activate it .,3.0,2.38,3.5
2958,"if we only had a human on our staff , we could have done so ages ago and sold it off , but we have no such luck .",2.57,3.0,2.86
2959,she opened the door and took us past several doors marked with odd geometrical designs to another locked room .,3.0,3.0,2.62
2960,"here it is ,",3.09,3.0,3.18
2961,"here it is , she said .",3.0,2.9,2.8
2962,"with a flourish , she opened the door to reveal a room with walls inlaid with lapis and gold wire , intricate patterns like a czars jewelry box crawling down the walls .",3.0,3.0,3.0
2963,"lets not get fucked up tonight , though , okay , rache ?",2.83,3.17,3.33
2964,"a marvel , isnt it ?",3.5,3.5,3.3
2965,she said .,3.0,3.0,3.0
2966,that such a rock could hold so much magic its a wonder .,3.67,3.5,3.17
2967,"that it is ,",3.0,2.75,2.88
2968,"that it is , nepthys assured her .",3.0,3.0,3.0
2969,what would convince you to part with it ?,3.0,3.22,3.0
2970,"no ,",2.5,2.88,3.25
2971,"no ,",2.29,3.43,4.0
2972,"she said , seeing his expression , that would make the stone rather useless .",2.9,2.9,3.0
2973,appraising glance,3.3,2.9,3.3
2974,i have never felt so appraised in all my life .,3.86,3.43,3.43
2975,"he looks healthy ,",3.6,3.0,3.1
2976,"he looks healthy , she said , how about a pint of his blood ?",3.0,3.4,3.2
2977,how about a pint of his blood ?,2.75,3.25,3.37
2978,"madame , i have his health to consider .",2.88,2.75,3.13
2979,"half a pint , then and his hair .",2.9,3.0,2.8
2980,"remember , this is your quest .",3.0,2.75,3.38
2981,im not giving my blood .,2.2,3.4,3.6
2982,"sure , babe .",3.14,3.0,3.14
2983,"as if i wanted it ,",2.6,3.4,3.4
2984,"as if i wanted it , interrupted the woman .",2.44,3.44,3.67
2985,"i think its a fair deal , considering the return ,",3.2,3.1,3.1
2986,"i think its a fair deal , considering the return , he told me , but its up to you .",3.3,2.9,3.3
2987,but its up to you .,3.0,3.0,2.87
2988,"i thought about it , then nodded .",3.09,3.09,3.09
2989,marvelous ! cried the woman .,4.0,3.67,3.44
2990,"one half-pint of human blood , willingly given , and his fine head of hair for the stone .",2.7,3.0,2.7
2991,she took us downstairs to a small room behind a red silk draping .,3.0,3.0,2.9
2992,"there was a wooden chair , where she sat me down and asked me to wait .",3.0,2.6,2.7
2993,"roll up your sleeves ,",3.0,3.4,3.4
2994,"she opened the bowl and carefully , gingerly brought out a fat , dripping leech .",3.1,3.3,3.3
2995,it must have been larger than my finger .,3.0,2.9,2.9
2996,she laid it gently inside the hollow of my left arm .,3.2,3.1,3.2
2997,"the cold thing stretched and cast around with its sucker-mouth until it found the soft spot inside my elbow , where it softly sucked on and began to work its way under my skin .",2.73,3.09,2.73
2998,i thought that i could feel a slight itching .,2.5,3.1,2.9
2999,lets not waste any more time .,2.63,2.87,3.5
3000,"they take about a quarter-pint each ,",2.9,2.8,3.1
3001,"theyre quick , too .",3.14,3.14,2.86
3002,then she clapped her hands and brought in the barber .,3.3,3.3,3.3
3003,she stood up and i followed her out to the street .,3.1,3.0,3.0
3004,at least the barber hadnt nicked me .,3.3,2.8,2.7
3005,"be careful you dont let him touch it until youre ready to use it ,",2.9,3.2,3.0
3006,"be careful you dont let him touch it until youre ready to use it , the woman admonished nepthys as she slipped the stone into a grey cloth pouch and handed it to him .",2.88,3.12,3.25
3007,"thank you for doing business at our house , and i hope to see you again !",3.9,3.4,3.1
3008,"come on ,",2.8,3.4,3.3
3009,"come on , said nepthys , you could use a drink .",3.18,2.64,3.09
3010,it was dark enough that i could actually see a few stars through the screen of city light .,3.2,3.1,3.0
3011,you could use a drink .,3.0,2.9,3.4
3012,we hit a bar on the next street over .,3.12,3.0,3.12
3013,"vodka , straight up ,",3.1,3.3,3.3
3014,"vodka , straight up , nepthys told the bartender as we sat down at the counter , and a bloody mary for my friend .",3.0,3.0,3.4
3015,and a bloody mary for my friend .,3.1,2.8,3.3
3016,make it extra bloody .,3.0,3.3,3.4
3017,"that should help ,",3.4,3.0,3.0
3018,"that should help , he said .",3.1,3.0,3.3
3019,you could run on empty with a little of that stuff .,3.1,2.8,3.3
3020,he grinned at me .,3.9,3.2,3.2
3021,"drink up , kid .",3.12,2.88,3.12
3022,nepthys slapped me on the back .,2.6,3.0,2.9
3023,"okay ,",2.88,3.12,3.0
3024,"i mean , what is this place , really ?",2.7,3.1,2.8
3025,he thought about that .,3.0,2.78,3.0
3026,"i think that our world is a reflection of yours , or yours is a more boring reflection of ours .",2.62,2.75,2.88
3027,"without hearing the car horns , i could almost taste the air of late march through the street fumes .",3.1,3.3,3.2
3028,"in america , things are still weird after the european conquest .",2.9,2.7,3.0
3029,"the natives are still here , but so is everyone else .",2.88,3.0,3.0
3030,what do you mean ?,3.0,3.0,3.1
3031,"okay , take elves .",3.0,2.86,2.86
3032,he caught the bartenders eye for another shot .,3.1,3.0,3.3
3033,not in america .,2.62,2.88,3.38
3034,"here , theyre the snotty rich who show up in clubs because they like the gritty ambience you have them in your world , too , right ?",2.7,3.4,3.0
3035,theres an amazing dj whos an elf .,3.75,2.75,3.12
3036,he has a real ear for it .,2.91,2.73,3.27
3037,he downed the second shot .,3.0,3.0,3.0
3038,i am glad to be out of the favor-trading scene for half a minute .,3.7,3.2,3.1
3039,its exhausting to talk to those people .,2.78,3.44,2.78
3040,one wrong word and you find yourself cursed with infinite earwax or something .,2.5,3.3,2.8
3041,"so what else do you want to know , nathan ?",3.0,2.9,3.1
3042,"i mean , where do the dryads fit in a place like this ?",2.89,3.11,2.78
3043,"if the tree isnt around , the dryad isnt around .",2.6,2.8,2.8
3044,its as simple as that .,3.14,3.0,3.0
3045,that made me a little sad .,1.89,2.89,2.78
3046,they were always my favorite part of the greek myths i read in elementary school .,3.3,2.9,2.9
3047,"well , what about you ?",3.0,3.14,3.0
3048,"my parents came over from russia , just like your family .",3.11,3.0,2.89
3049,"my real name is a little more ethnically appropriate , but we dont toss those around in this place .",2.62,3.12,2.88
3050,"it was last february , after the winter break , that we moved in together .",3.1,2.9,3.1
3051,they were spirits of a certain branch of the volga and the village based around a mill on that tributary .,3.0,3.0,3.0
3052,"when the russian government dammed the river , my parents decided that instead of dying with the river , they would stick with the people of the village theyd protected .",2.9,3.4,3.1
3053,"i was born here , and i was lucky enough not to get attached to any particular river .",3.3,3.2,3.1
3054,he took another shot of vodka .,2.91,2.82,3.0
3055,"i mean , we might have a lot of work ahead of us .",3.0,3.2,2.9
3056,are you kidding ?,2.4,3.3,3.1
3057,"i can drink like a fish , kid .",3.2,3.1,3.2
3058,"we should get going , though .",3.0,3.12,3.5
3059,still woozy ?,2.62,2.75,3.12
3060,i nodded .,3.0,2.71,2.86
3061,a little walking should get the stuff into your system .,3.1,3.0,3.1
3062,"as we left the bar , i asked to see the rock .",3.0,3.0,3.2
3063,why ?,2.38,3.25,2.75
3064,nepthys asked .,3.0,2.29,2.71
3065,im just curious .,3.11,3.11,2.89
3066,i want to see what a magic stone looks like .,3.0,3.14,3.0
3067,"dont worry , ill be careful not to touch it .",2.75,3.0,2.75
3068,"he thought about it , then handed me the pouch .",3.0,3.0,3.0
3069,"it looked like a normal river stone , a gray oval with a white stripe through it .",3.1,2.6,3.2
3070,"i almost tripped over him , and the stone went flying out of the pouch .",2.8,3.3,2.9
3071,"nepthys tried to grab it , but , by reflex , i caught it first .",3.0,3.3,3.3
3072,"isnt it an amazing night , rache ?",3.6,3.4,3.1
3073,"immediately , i felt it grow warm and knew that i had done something very stupid .",2.1,3.3,2.9
3074,"nathan , said nepthys , i think that you just did something very stupid .",2.71,3.0,3.29
3075,"i agree ,",3.56,3.44,3.33
3076,"the stone was as warm as human flesh now , and there was a sort of glow that might have been light or just the stones soft heat , i dont know .",3.2,2.9,3.0
3077,even the city feels alive when spring comes .,3.8,3.8,3.5
3078,"then there was light , a kind of rosy glow , and i felt the stone slip out of my hand to float in the air .",3.4,3.5,2.8
3079,"i shouted , hardly able to hear myself .",2.6,3.4,3.3
3080,"nepthys was saying something that looked like , i have no idea !",3.0,3.11,3.0
3081,i have no idea !,2.5,3.5,2.6
3082,but i couldnt hear him .,2.5,2.7,3.1
3083,"the light in the corners of my eyes rushed in , converging on the rosy glow around the stone , and for a moment i was blind .",2.7,3.2,2.7
3084,taxi !,3.09,3.45,3.36
3085,there was no sign of the stone .,2.6,2.9,2.7
3086,"i think i understand why we got that stone from a slave shop , said nepthys .",2.9,2.8,3.0
3087,she waved down a car and pulled me in .,3.09,3.18,2.73
3088,"the girl was as soft and rosy as the stones glow , and she was dressed in a white shift tied at the waist with a belt like a celtic knot .",3.5,3.5,3.1
3089,"her arms and legs were wrapped in white linen up to her wrists and ankles , and soft , white leather boots held her feet .",3.1,3.2,3.1
3090,"as soon as i touched her , her eyes opened into mine and she grabbed my wrist .",3.1,3.4,3.0
3091,"in a few minutes , we were getting out a block down from the abandoned church .",3.0,3.0,3.12
3092,i couldnt move .,2.1,3.5,2.1
3093,"name me ,",3.1,3.0,3.6
3094,"name me , she said .",3.0,3.12,3.38
3095,what did you say ?,3.0,3.2,3.0
3096,i was at a loss .,2.0,2.83,2.34
3097,id never named anyone before .,2.9,3.1,3.2
3098,i thought back to one time when id been thinking about raising a family and remembered that id always liked the name,3.3,3.1,3.2
3099,amy .,2.91,2.55,2.82
3100,"you awaken a magical being of unknown power from an enchanted stone , having purchased her with your own blood from a slave dealer , and you name her amy ?",3.11,3.22,3.11
3101,"after she paid the driver , she grabbed my arm , laughing , and we ran down the street .",3.88,3.63,3.5
3102,so back to our garlicky friend ?,3.29,2.57,3.0
3103,"i suppose so , said nepthys , and youd better pray to whatever god you think will listen that he wont care we woke her up .",2.75,3.25,3.25
3104,and youd better pray to whatever god you think will listen that he wont care we woke her up .,2.3,3.4,3.2
3105,we walked back to the herb stand .,3.12,2.88,3.12
3106,"the vendor stared a little at amy , his arms pausing in midair as he lit the stands little lamp , but we walked right around him and up the wooden stairs .",2.7,2.8,3.2
3107,"when nepthys opened the little mans door , he rolled over and grinned to see us , but when amy walked in , he blanched .",2.57,3.0,2.14
3108,what !,3.1,3.8,3.0
3109,he screamed .,2.22,3.78,3.0
3110,you idiots !,2.22,3.44,3.44
3111,you woke it up ?,2.75,3.12,3.0
3112,"but but sir ,",2.7,3.1,2.7
3113,"but but sir , i said , are you sure shes no help to you ?",3.0,3.1,3.1
3114,are you sure shes no help to you ?,3.0,3.0,2.9
3115,"not if you named it already , you ninny , and im sure that you have !",2.25,3.5,3.5
3116,i heard the pulse already .,3.1,2.9,2.8
3117,fools !,2.25,3.75,3.5
3118,get out of my sight now unless you know how to put it back ?,2.12,3.63,3.75
3119,"now leave , before i call the rats on you .",2.4,3.3,3.2
3120,"you idiot ,",1.88,3.38,4.0
3121,"i should say , set yourself back , since its your girlfriend were looking for .",3.0,3.0,3.33
3122,youre just lucky that dvorov isnt my only contact .,2.88,3.25,3.5
3123,"come on , were heading out .",3.0,3.1,3.4
3124,"ome on , were heading out .",3.1,3.3,3.3
3125,he held the door for me and amy when we reached the bottom of the stairs .,3.4,3.0,3.1
3126,"walking outside , i was shocked to see that it was already dark .",2.9,3.3,3.0
3127,"night comes quickly here ,",2.9,2.9,2.8
3128,"night comes quickly here , said nepthys quietly as he came out behind me .",2.88,3.12,2.75
3129,didnt i warn you ?,2.44,3.33,3.33
3130,"okay ,",3.0,2.78,2.89
3131,"first , though , we are getting you a hat .",3.1,3.1,3.5
3132,you look ridiculous with a shaved head .,2.4,3.6,3.2
3133,"at a nearby stand , he grabbed the first hat that would cover my head and might pass back in real boston .",3.14,3.14,3.0
3134,it was a black baseball cap that read dead can dance in gold across the front .,2.89,2.89,3.22
3135,dead can dance,2.89,2.89,3.0
3136,"amy liked it , i think .",3.0,2.86,3.14
3137,"she still hadnt spoken since i named her , so i wasnt sure .",3.11,3.0,3.11
3138,"he took us to a squat , long building whose roof bulged up like the ribs of a gutted animal .",3.0,3.0,3.0
3139,"the black door opened as we came up to it , and a pale man opened the door .",3.0,3.12,2.75
3140,i only say he because he didnt have a hint of femininity .,2.82,3.0,3.27
3141,he,3.0,2.8,3.0
3142,his eyes were white .,2.82,2.82,2.91
3143,"from behind him , i could hear something that sounded like a remix of the cures a forest .",3.29,3.28,3.0
3144,a forest,3.0,2.9,2.9
3145,im here to see isis .,3.0,3.0,3.33
3146,tell her that nepthys is here to see her .,3.0,3.11,3.11
3147,"a moment later , he opened them again and stepped aside to let us in .",3.2,2.8,3.0
3148,"nepthys walked straight past him and i tried to keep up , taking amys small hand so that she wouldnt lag behind .",2.9,3.0,3.0
3149,amy gave my hand a squeeze .,3.4,3.2,2.6
3150,"nepthys lead us down a hallway that matched the buildings faade , a vaulted , ribbed intestine of a hallway , whose black walls looked unsettlingly organic .",3.0,3.1,3.1
3151,we kissed and slipped inside .,3.9,3.8,3.3
3152,"then there was a door , which opened as we approached .",3.0,3.0,3.2
3153,"inside , the space opened into a wide , square chamber mirrored and so dark that it could have been any size .",3.0,3.2,3.1
3154,"the old vaulted church was stripped down : there was no cloth on the altar , just a djs toolkit and his beer .",2.3,3.1,2.9
3155,these were incontestably male .,3.0,2.75,2.75
3156,nepthys !,3.0,3.5,3.38
3157,"said the woman , slithering up across the furs to sit up .",3.14,3.14,2.86
3158,"as she rose , her robes fell open and i realized that , except for what looked like a red silk kimono , she was naked naked and stunning .",3.55,3.64,3.09
3159,i had an urge to cover amys eyes .,2.89,3.22,3.33
3160,its been years since ive seen you .,3.64,3.55,3.09
3161,"please , come and sit beside me , and introduce your friends .",3.29,3.29,3.43
3162,"this man is here in search of his lover , who was stolen from him in the human world ,",2.9,3.1,3.1
3163,"this man is here in search of his lover , who was stolen from him in the human world , said nepthys , ushering us toward the woman in silk .",3.0,2.88,3.12
3164,"the girl is surprising ,",3.4,3.5,2.9
3165,"the girl is surprising , he concluded .",3.4,3.3,3.1
3166,"and i am isis ,",2.7,3.1,3.3
3167,"and i am isis , said the woman , offering her hand to me .",3.0,3.1,3.1
3168,"i took it and , dropping to one knee , gave her fingers a small kiss .",3.5,3.7,3.3
3169,it seemed appropriate .,3.11,3.11,3.11
3170,"it is an honor to meet you , lady isis , i said .",3.9,3.4,3.1
3171,"she laughed , liquid , alluring , alarming .",3.8,3.8,3.0
3172,"he has lovely manners , nepthys , despite his poor taste in hats .",3.4,2.7,3.1
3173,"you may leave out the lady , boy .",3.0,2.9,3.4
3174,"through the dark , i could see three bolts left in the wall from where theyd taken down the crucifix .",2.9,2.9,2.8
3175,"now , how can i help the elegantly mannered friend of my nepthys and his surprising young charge ?",3.3,3.3,3.3
3176,i hope i can start by offering some wine .,3.3,3.2,3.2
3177,nepthys poured out wine for three of us .,3.25,2.87,3.25
3178,"may i have a little more of what you gave me before , nepthys ?",3.0,3.1,2.7
3179,i asked .,3.1,2.8,3.3
3180,i still feel a little woozy .,2.3,3.1,2.5
3181,"the wines rich scent had a touch of something chemical that i recognized from the bar , but it filled my mouth and sank into my veins with reassuring warmth .",3.37,3.13,3.12
3182,isis nostrils twitched slightly .,2.88,2.88,3.0
3183,does it have anything to do with why your head is shaved ?,3.0,3.0,3.14
3184,"it was part of the price for this girl , who was a rock at the time ,",3.0,2.88,3.0
3185,"it was part of the price for this girl , who was a rock at the time , explained nepthys .",3.11,3.11,3.0
3186,"i have a feeling that she was worth the trade ,",3.29,3.29,3.0
3187,"i have a feeling that she was worth the trade , i added .",3.29,3.0,3.43
3188,"amy , still holding my hand , smiled .",4.1,3.5,2.8
3189,"she may be at that ,",3.0,2.9,3.0
3190,"she may be at that , said isis , gazing at her .",3.0,2.83,3.5
3191,"a confessional too beaten-up to have been sold was shaking in a way that suggested activity inside , and where the pews had been taken out , a couple hundred people were testifying to the djs moving sermon .",3.25,3.13,3.12
3192,she has good blood under her cheeks .,3.22,2.89,3.11
3193,"amy didnt blush , and i hoped that she didnt understand what isis was saying .",2.86,3.14,3.14
3194,"she would have been worth it ,",3.2,3.6,3.2
3195,"she would have been worth it , nepthys interrupted , if this fool hadnt accidentally woken her up before we could give her to our contact .",2.7,3.1,3.1
3196,if this fool hadnt accidentally woken her up before we could give her to our contact .,2.3,3.2,3.3
3197,he was going to give us valuable information for her .,3.2,3.1,3.2
3198,"now i understand why youre here ,",3.12,3.12,3.12
3199,"now i understand why youre here , said isis .",3.2,3.0,3.0
3200,so what do you need to know ?,3.0,3.0,3.37
3201,"you know i wouldnt come to you if i could get this information another way ,",2.9,3.2,2.9
3202,"you know i wouldnt come to you if i could get this information another way , said nepthys apologetically .",2.8,2.9,2.7
3203,i think that the person who stole the girl were looking for might be a vampire .,2.7,3.2,3.0
3204,"if i know him , i can find him .",3.0,3.29,3.57
3205,"if not , youll have to bring me something to work with .",2.78,2.89,3.22
3206,nepthys looked at me .,3.12,2.62,3.12
3207,"i thought back to seeing the man in the hollow church and described his skin , his dark hair , the way that light seemed to flow around him , as best as i could .",3.0,3.1,3.0
3208,"isis set her elbows in the fur and rested her head on her hands while i spoke and tried not to stare at her full , hanging breasts .",3.1,3.5,2.9
3209,"when i had told her all that i could remember , she blinked her black lashes and said , i remember him .",3.1,3.2,3.2
3210,nepthys could hardly believe her .,2.71,3.14,2.71
3211,it is .,3.0,2.9,2.9
3212,he should be .,3.11,2.89,3.33
3213,i hope that you can do a better job than the last lot .,2.6,3.4,3.1
3214,"she sat up , running her hands along her pale , round thighs .",3.2,3.1,3.2
3215,"all right , then .",3.0,2.4,2.6
3216,let me see if i can find him .,3.0,2.86,3.0
3217,isis closed her eyes and lifted her hands .,3.0,2.86,3.14
3218,a dark glow coalesced around her palms .,2.9,3.0,2.9
3219,"amy leaned forward , looking amazed .",3.55,3.45,3.09
3220,"the glow reflected on her pink face , casting a sickly pallor over her heartbeat-strong cheeks .",2.38,3.38,3.0
3221,tiny drops of blood began to seep out of isis palms as her brow creased .,2.4,3.2,3.0
3222,her candy lips twisted into a frown .,2.44,3.22,2.56
3223,"the dark glow grew stronger and larger , filling the air for about a foot around her hands .",2.75,3.25,3.0
3224,"in her palms , the droplets of blood swelled into small pools .",2.5,3.4,2.9
3225,"the dark glow began to flicker , and isis frown of concentration became one of worry .",2.8,3.0,3.0
3226,"she didnt shed a bead of sweat , and i didnt even see her draw a breath , but the glow around her hands shuddered like a stubborn candleflame .",2.9,2.9,3.3
3227,then her fingers tensed and her arms began to shake .,2.8,3.2,2.9
3228,"the blood in her palms , still filling up , began to ripple .",2.88,3.25,2.63
3229,"he glanced at me with honest concern , probably the first honest moment hed shown me : is she all right ?",3.11,3.11,2.67
3230,is she all right ?,2.7,3.5,2.7
3231,"she gasped and the dark glow went out , taking the blood with it in a flash of heat and red steam .",2.8,3.2,2.9
3232,"isis collapsed on the fur , strings cut .",2.6,3.4,3.1
3233,"she shook her head , rubbing her face into the white fur and murmuring something .",2.9,3.1,2.8
3234,"she rolled onto her back , her arms crossed tightly over her chest .",2.9,3.3,3.1
3235,"for the first time , she looked vulnerable .",2.7,2.9,2.7
3236,"i found your vampire , she said , but he might know that someones looking for him .",2.7,3.5,3.0
3237,hes taken great pains to keep himself hidden .,2.6,2.9,3.0
3238,you should look for him at dvorovs as quickly as you can .,3.0,3.2,3.1
3239,she turned to me with tired sympathy .,2.9,2.8,3.0
3240,i didnt see a girl with him .,2.8,2.9,3.3
3241,"hurry , though , and you might find him before he leaves .",2.9,3.1,3.1
3242,a twitch of her fingers summoned her pale servants .,3.14,3.14,3.71
3243,i looked back to see nepthys whispering something to her .,3.1,3.1,3.1
3244,"he stood to go , but she caught his sleeve and pulled him back for a moment .",3.0,3.4,3.2
3245,"there was a terrific echo , each beat reverberating inside of the next , and the old stained-glass windows rattled in their frames .",2.7,3.1,2.9
3246,i turned back to the door .,3.0,2.78,3.33
3247,"come on , amy , i said , hell be along soon .",3.2,3.3,3.4
3248,"when we got there , another pale servant was waiting for us with a box of dark stained wood .",2.89,2.78,2.89
3249,"he offered it to nepthys , who opened the box : on velvet lining , a wooden hammer and two stakes .",2.9,3.0,3.1
3250,"mountain ash ,",3.0,3.0,3.0
3251,"i really hope we find your rachel , he said .",3.25,3.12,3.12
3252,"i know a quick way to dvorovs ,",3.4,2.9,3.3
3253,"i know a quick way to dvorovs , said nepthys .",3.0,2.8,3.1
3254,i bet hes kicking himself now for not having a way to contact me .,2.86,3.29,3.29
3255,the pulse from inside made the building sound like a giant heart .,3.0,3.2,3.0
3256,"yo , my man nep !",3.8,3.8,3.0
3257,"no , but we got a tip that he might be in your club .",3.0,2.9,3.4
3258,have you seen him ?,3.0,3.1,3.1
3259,"here , man ?",3.1,2.7,3.0
3260,i havent had a vampire here since you and nepthys shot a wicked look at him .,2.8,3.3,3.5
3261,"anyway , long time , man .",2.9,3.0,3.0
3262,thats odd .,2.5,3.3,3.2
3263,"on the dance floor , people moved with their eyes closed and their hands in the air .",3.5,3.4,3.2
3264,do you mind if we check it out anyway ?,3.0,2.9,3.3
3265,i have a real feeling that hes in here somewhere .,3.0,3.1,3.0
3266,"dvorov glanced over his shoulder , a little nervous .",2.44,3.33,2.33
3267,well be in and out in a minute .,3.0,2.63,3.0
3268,nepthys stepped in and dvorov walked us towards the dance floor .,3.1,3.2,3.0
3269,dvorov asked us .,3.0,2.88,3.0
3270,"no , he said that his research was purely academic , not for hunters .",3.0,3.0,3.0
3271,bummer .,2.11,3.22,2.78
3272,"i guess i probably shouldve known , though .",2.25,2.75,2.5
3273,"i mean , he is kinda tight about that stuff .",2.9,3.0,3.2
3274,he didnt look very surprised .,2.4,2.6,2.9
3275,"anyway , this is the dance floor , man .",3.1,3.1,3.2
3276,good luck .,3.6,3.1,3.1
3277,then i saw the bar on the other side of the crowd and knew where to start looking .,3.1,3.2,3.5
